0.99259,0.9939
0.99213,0.99347
0.99182,0.9932
0.99158,0.99301
0.99139,0.99286
0.99119,0.99272
0.99105,0.99258
0.99091,0.99247
0.99076,0.99236
0.99062,0.99225
0.99049,0.99213
0.99032,0.99202
0.99016,0.9919
0.98995,0.99176
0.98966,0.99159
0.98924,0.99136
0.9886,0.99104
0.98771,0.99067
0.9865,0.99023
0.98514,0.98975
0.98372,0.98931
0.98222,0.98879
0.98077,0.98831
0.97928,0.98784
0.97782,0.98732
0.97637,0.98681
0.97499,0.98628
0.97356,0.98569
0.97219,0.98514
0.97078,0.98452
0.9694,0.9839
0.96795,0.98322
0.96654,0.98251
0.96506,0.98175
0.96349,0.98095
0.9618,0.98006
0.96016,0.9791
0.9584,0.97808
0.95647,0.97694
0.95437,0.97564
0.95207,0.97428
0.94964,0.97278
0.94692,0.97111
0.94396,0.96925
0.94081,0.96724
0.9374,0.96507
0.93376,0.96281
0.92971,0.96028
0.92523,0.95753
0.92046,0.95459
0.91526,0.95147
0.90975,0.94813
0.90375,0.94455
0.89729,0.94076
0.8905,0.93664
0.88334,0.93226
0.87588,0.92763
0.86792,0.92259
0.85931,0.9171
0.84989,0.91082
0.84061,0.9046
0.83028,0.89755
0.81902,0.88982
0.80663,0.88122
0.79393,0.87239
0.78029,0.86273
0.76579,0.85251
0.75029,0.8413
0.73403,0.82928
0.71655,0.81638
0.69815,0.80228
0.67858,0.78718
0.65806,0.7712
0.63586,0.75357
0.61246,0.73482
0.58795,0.71504
0.56188,0.69376
0.53494,0.67095
0.50675,0.64656
0.47735,0.62055
0.44682,0.59299
0.41543,0.56401
0.38343,0.53294
0.35115,0.50062
0.31904,0.46666
0.28746,0.432
0.25535,0.39512
0.22532,0.3588
0.19598,0.32174
0.17008,0.28644
0.14705,0.25297
0.12482,0.21974
0.10406,0.1875
0.08508,0.157
0.068,0.12895
0.05373,0.10407
0.04169,0.08228
0.03174,0.06364
0.02369,0.04809
0.01731,0.03546
