1,0,0,0,1,1,0,0,0,0,1,-.2089328,3,3,3,3,5,5,6,6,7,7,2,2,2,1,1,1,2,2,2,58,53,0,40,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,40,0,24,0,0,40,40,0,0,0,0,24,0,0,40,40,0,0,0,0,40,40,0,40,0,0,1378.077,864.8844,864.8844,719.9047,719.9047,719.9047,997.6978,997.6978,750.7705,997.6978,689.0387,689.0387,1378.077,1111.812,957.4822,719.9047,719.9047,719.9047,997.6978,689.0387,689.0387,1378.077,1111.812,957.4822,719.9047,719.9047,719.9047,997.6978,997.6978,750.7705,997.6978,781.6364,781.6364,.25,.25,.7033881,1.211395,19.01899,15.43295,40,40,0,0,0,0
2,0,1,0,1,1,0,0,1,0,1,.1046643,5,8,4,4,4,4,4,4,7,7,2,2,2,1,1,1,1,1,1,56,56,0,40,40,0,0,0,0,40,0,0,0,0,0,40,24,0,0,0,0,0,0,0,40,24,0,0,0,0,40,0,0,40,0,0,40,0,0,0,0,0,40,40,0,24,0,0,40,40,0,0,0,0,24,0,0,40,40,0,0,0,0,40,40,0,40,0,0,1911.998,1509.605,1328.402,910.6982,910.6982,910.6982,1911.998,1594.893,1293.098,1458.99,955.999,955.999,1911.998,1911.998,1479.299,910.6982,910.6982,910.6982,1458.99,955.999,955.999,1911.998,1911.998,1479.299,910.6982,910.6982,910.6982,1911.998,1594.893,1293.098,1911.998,1046.601,1046.601,0,0,1.418973,.6267995,22.65038,25.14957,40,40,1,0,0,0
3,0,0,1,1,1,0,0,0,0,1,-.3984964,5,5,5,5,2,2,3,3,1,7,2,2,2,1,1,1,1,1,1,50,55,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,55,0,0,0,0,0,55,55,0,33,0,0,55,55,0,0,0,0,33,0,0,55,55,0,0,0,0,55,55,0,55,0,0,1500,1140,789,1104,1104,753,1500,1500,969,1500,1212,861,1500,1500,816,1104,1104,753,1500,1212,861,1500,1500,816,1104,1104,753,1500,1500,969,1500,1248,819,.75,.1,.9689737,.9445806,19.5,13.09091,40,55,0,0,0,0
4,0,0,1,1,1,0,0,0,0,1,-.016919,7,7,7,7,6,6,7,7,8,8,2,2,2,2,2,2,2,2,2,45,51,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,40,40,0,46,0,0,0,0,0,46,46,0,27.6,0,0,46,46,0,0,0,0,27.6,0,0,46,46,0,0,0,0,46,46,0,46,0,0,1139.994,958.5048,690.9894,807.264,807.264,566.5002,1139.994,1139.994,637.4864,1139.994,837.5122,623.4999,1139.994,1139.994,728.2308,807.264,807.264,566.5002,1139.994,837.5122,623.4999,1139.994,1139.994,728.2308,807.264,807.264,566.5002,1139.994,1139.994,637.4864,1139.994,898.0085,683.9962,.4,.4,.3025064,.5136012,13.37577,13.15137,40,46,0,0,0,0
5,0,0,0,1,0,0,0,0,0,1,-.4326027,3,3,4,8,6,6,8,8,7,7,2,2,2,2,2,2,2,2,2,61,59,0,60,60,0,0,0,0,60,0,0,0,0,0,60,36,0,0,0,0,0,0,0,60,36,0,0,0,0,60,0,0,60,0,0,49,0,0,0,0,0,49,49,0,29.4,0,0,49,49,0,0,0,0,29.4,0,0,49,49,0,0,0,0,49,49,0,49,0,0,1618.13,1337.911,967.7188,731.3175,731.3175,731.3175,1618.13,1195.053,998.8997,1142.168,889.9713,889.9713,1618.13,1618.13,1160.713,731.3175,731.3175,731.3175,1142.168,889.9713,889.9713,1618.13,1618.13,1160.713,731.3175,731.3175,731.3175,1618.13,1195.053,998.8997,1618.13,809.0649,809.0649,.45,.75,1.214971,1.110267,17.6282,11.4375,60,49,0,0,0,0
7,0,0,0,1,1,0,0,0,0,0,.1115905,7,7,3,3,4,2,6,10,5,4,2,2,2,1,1,1,2,2,2,52,60,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,0,0,0,0,0,40,40,0,24,0,0,40,40,0,0,0,0,24,0,0,40,40,0,0,0,0,40,40,0,40,0,0,1405.507,1108.738,1108.738,960.353,960.353,960.353,1405.507,1405.507,1220.026,1405.507,1145.834,1145.834,1405.507,1405.507,1294.218,960.353,960.353,960.353,1405.507,1145.834,1145.834,1405.507,1405.507,1294.218,960.353,960.353,960.353,1405.507,1405.507,1220.026,1405.507,1145.834,1145.834,.4,.4,.8815274,.3700889,16.58959,18.54808,40,40,0,0,0,0
8,0,0,1,1,0,0,0,0,0,0,-1.162041,7,7,5,5,8,8,7,7,6,8,2,1,2,1,2,2,1,2,2,56,58,0,40,40,0,40,0,0,40,40,0,40,0,0,40,40,0,40,0,0,40,0,0,40,40,0,40,0,0,40,40,0,40,40,0,40,0,0,0,0,0,40,40,0,24,0,0,40,40,0,0,0,0,24,0,0,40,40,0,0,0,0,40,40,0,40,0,0,2015.939,1871.822,1257.603,1727.704,959.9305,959.9305,2015.939,2015.939,1156.806,2015.939,1132.786,1132.786,2015.939,2015.939,1200.126,1727.704,959.9305,959.9305,2015.939,1132.786,1132.786,2015.939,2015.939,1200.126,1727.704,959.9305,959.9305,2015.939,2015.939,1156.806,2015.939,1871.822,1411.157,.3,.3,1.277076,1.247395,38.38869,12.00979,40,40,0,0,0,0
9,0,1,0,1,1,0,0,0,0,1,-.1474576,5,5,3,3,4,4,7,7,7,7,9,9,9,9,9,9,9,9,9,57,56,0,40,40,0,0,0,0,40,0,0,0,0,0,40,24,0,0,0,0,0,0,0,40,24,0,0,0,0,40,0,0,40,0,0,40,0,0,0,0,0,40,40,0,24,0,0,40,40,0,0,0,0,24,0,0,40,40,0,0,0,0,40,40,0,40,0,0,1825.641,1445.103,1102.103,814.8205,814.8205,814.8205,1825.641,1531.641,1235.667,1286.641,1032.949,1032.949,1825.641,1825.641,1277.949,814.8205,814.8205,814.8205,1286.641,1032.949,1032.949,1825.641,1825.641,1277.949,814.8205,814.8205,814.8205,1825.641,1531.641,1235.667,1825.641,1144.385,1144.385,.1,.1,.7094866,1.007553,24.5,21.14103,40,40,0,0,0,0
10,0,0,1,1,1,0,0,0,0,1,.0345119,7,6,3,3,3,3,2,3,1,1,2,1,1,2,2,2,1,1,1,61,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,50,0,30,0,0,50,50,0,0,0,0,30,0,0,50,50,0,0,0,0,50,50,0,50,0,0,2490.172,2064.147,2064.147,1604.191,1604.191,1604.191,2407.858,2407.858,1839.824,2078.6,1581.57,1581.57,2407.858,2407.858,2265.849,1604.191,1604.191,1604.191,2078.6,1581.57,1581.57,2407.858,2407.858,2265.849,1604.191,1604.191,1604.191,2407.858,2407.858,1839.824,2243.229,1675.195,1675.195,.35,.6,1.024051,.9563648,27.43819,28.40166,60,50,0,0,0,0
11,0,0,0,1,1,0,0,0,0,1,-.8096809,1,3,2,4,1,1,3,5,3,3,2,9,2,2,2,2,2,1,2,59,57,0,40,40,0,0,0,0,40,0,0,0,0,0,40,24,0,0,0,0,0,0,0,40,24,0,0,0,0,40,0,0,40,0,0,40,0,0,0,0,0,40,40,0,24,0,0,40,40,0,0,0,0,24,0,0,40,40,0,0,0,0,40,40,0,40,0,0,1387.2,1173.6,789.6,688.32,688.32,688.32,1387.2,955.2,805.68,859.2,709.68,709.68,1387.2,1387.2,1008.48,688.32,688.32,688.32,859.2,709.68,709.68,1387.2,1387.2,1008.48,688.32,688.32,688.32,1387.2,955.2,805.68,1387.2,736.32,736.32,.75,.5,.696891,.9401993,24,10.68,40,40,0,0,0,0
13,0,0,1,1,1,0,0,1,0,1,-.5715973,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,59,56,0,55,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,75,75,0,45,0,0,75,75,0,0,0,0,45,0,0,75,75,0,0,0,0,75,75,0,75,0,0,4420.773,2844.771,2844.771,2239.117,2239.117,2239.117,3421.695,3421.695,2940.925,3171.925,2595.002,2595.002,4420.773,3796.349,3507.888,2239.117,2239.117,2239.117,3171.925,2595.002,2595.002,4420.773,3796.349,3507.888,2239.117,2239.117,2239.117,3421.695,3421.695,2940.925,3421.695,2460.156,2460.156,.8,.8,.696891,.9445806,45.41266,25.64103,55,75,0,0,0,0
16,0,0,0,1,1,0,1,0,0,1,.4451067,5,5,5,5,5,5,5,5,7,7,2,2,2,1,2,1,1,1,1,56,57,0,50,50,0,50,0,0,50,50,0,50,0,0,50,50,0,50,0,0,50,0,0,50,50,0,50,0,0,50,50,0,50,50,0,40,0,0,0,0,0,40,40,0,24,0,0,40,40,0,0,0,0,24,0,0,40,40,0,0,0,0,40,40,0,40,0,0,1141.079,950.9987,798.7551,792.5986,513.4854,513.4854,1141.079,1141.079,748.0072,1141.079,665.5793,665.5793,1141.079,1141.079,830.4351,792.5986,513.4854,513.4854,1141.079,665.5793,665.5793,1141.079,1141.079,830.4351,792.5986,513.4854,513.4854,1141.079,1141.079,748.0072,1141.079,855.9587,602.2194,.4,.4,.1430405,.6267995,10.14957,15.84,50,40,0,0,0,0
18,0,0,0,1,0,0,0,1,0,0,-.0113508,1,1,1,1,1,1,1,10,1,1,2,2,2,2,2,2,2,2,2,57,58,0,50,50,0,50,0,0,50,50,0,50,0,0,50,50,0,50,0,0,50,0,0,50,50,0,50,0,0,50,50,0,50,50,0,45,0,0,0,0,0,45,45,0,27,0,0,45,45,0,0,0,0,27,0,0,45,45,0,0,0,0,45,45,0,45,0,0,2133.211,1831.881,1493.248,1681.216,1229.705,1229.705,2133.211,2133.211,1424.375,2133.211,1211.053,1211.053,2133.211,2133.211,1537.252,1681.216,1229.705,1229.705,2133.211,1211.053,1211.053,2133.211,2133.211,1537.252,1681.216,1229.705,1229.705,2133.211,2133.211,1424.375,2133.211,1630.994,1235.922,.5,.5,1.06423,.9979157,22.57555,22.32075,50,45,0,0,0,0
