5.000e+08,6,1,0,8,0,0,-1.1335,7,7,5,5,8,8,7,7,6,8,2,1,2,1,2,2,1,2,2,56,58,0,40,40,0,40,0,0,40,40,0,40,0,0,40,40,0,40,0,0,40,0,0,40,40,0,40,0,0,40,40,0,40,40,0,40,0,0,0,0,0,40,40,0,24,0,0,40,40,0,0,0,0,24,0,0,40,40,0,0,0,0,40,40,0,40,0,0,134500,127900,82900,121300,65050,65050,134500,134500,76175,134500,75075,75075,134500,134500,76050,121300,65050,65050,134500,75075,75075,134500,134500,76050,121300,65050,65050,134500,134500,76175,134500,127900,94150
5.001e+08,11,1,0,4,0,0,.2104925,7,6,3,3,3,3,2,3,1,1,2,1,1,2,2,2,1,1,1,61,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,50,0,30,0,0,50,50,0,0,0,0,30,0,0,50,50,0,0,0,0,50,50,0,50,0,0,141600,115500,115500,89850,89850,89850,137400,137400,102600,120600,90150,90150,137400,137400,128700,89850,89850,89850,120600,90150,90150,137400,137400,128700,89850,89850,89850,137400,137400,102600,129000,94200,94200
5.002e+08,9,0,0,7,0,0,-.7417152,1,3,2,4,1,1,3,5,3,3,2,9,2,2,2,2,2,1,2,59,57,0,40,40,0,0,0,0,40,0,0,0,0,0,40,24,0,0,0,0,0,0,0,40,24,0,0,0,0,40,0,0,40,0,0,40,0,0,0,0,0,40,40,0,24,0,0,40,40,0,0,0,0,24,0,0,40,40,0,0,0,0,40,40,0,40,0,0,63500,61750,37750,29100,29100,29100,63500,36500,35275,30500,29275,29275,63500,63500,42150,29100,29100,29100,30500,29275,29275,63500,63500,42150,29100,29100,29100,63500,36500,35275,63500,32100,32100
5.002e+08,9,1,0,6,1,0,-.2478977,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,59,56,0,55,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,75,75,0,45,0,0,75,75,0,0,0,0,45,0,0,75,75,0,0,0,0,75,75,0,75,0,0,180000,116500,116500,90500,90500,90500,142000,142000,120750,132500,107000,107000,180000,156250,143500,90500,90500,90500,132500,107000,107000,180000,156250,143500,90500,90500,90500,142000,142000,120750,142000,99500,99500
5.002e+08,6,0,1,7,0,0,.6270073,5,5,5,5,5,5,5,5,7,7,2,2,2,1,2,1,1,1,1,56,57,0,50,50,0,50,0,0,50,50,0,50,0,0,50,50,0,50,0,0,50,0,0,50,50,0,50,0,0,50,50,0,50,50,0,40,0,0,0,0,0,40,40,0,24,0,0,40,40,0,0,0,0,24,0,0,40,40,0,0,0,0,40,40,0,40,0,0,35000,24500,24500,15750,15750,15750,35000,35000,24500,35000,22750,22750,35000,35000,26250,15750,15750,15750,35000,22750,22750,35000,35000,26250,15750,15750,15750,35000,35000,24500,35000,19250,19250
5.002e+08,9,0,0,8,1,0,-1.409835,2,2,4,4,3,1,5,5,6,2,1,2,2,2,1,2,1,2,2,59,58,0,40,40,0,0,0,0,40,0,0,0,0,0,40,24,0,0,0,0,0,0,0,40,24,0,0,0,0,40,0,0,40,0,0,28,0,0,0,0,0,28,28,0,28,0,0,28,28,0,0,0,0,28,0,0,28,28,0,0,0,0,28,28,0,28,0,0,255000,230000,148000,132500,132500,132500,255000,193500,178500,162750,147750,147750,255000,255000,209000,132500,132500,132500,162750,147750,147750,255000,255000,209000,132500,132500,132500,255000,193500,178500,255000,173500,173500
5.003e+08,9,1,0,4,1,0,1.098612,4,5,3,3,1,1,4,8,2,2,2,2,2,2,2,2,2,9,2,59,54,0,50,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,60,0,36,0,0,60,60,0,0,0,0,36,0,0,60,60,0,0,0,0,60,60,0,60,0,0,110000,77000,77000,66000,66000,66000,110000,110000,71500,110000,60500,60500,110000,110000,99000,66000,66000,66000,110000,60500,60500,110000,110000,99000,66000,66000,66000,110000,110000,71500,110000,55000,55000
5.003e+08,8,0,0,6,0,0,-.3056198,1,1,1,1,9,5,1,1,10,10,2,1,2,1,1,1,1,1,1,58,56,0,60,60,0,0,0,0,60,0,0,0,0,0,60,36,0,0,0,0,0,0,0,60,36,0,0,0,0,60,0,0,60,0,0,30,0,0,0,0,0,30,30,0,30,0,0,30,30,0,0,0,0,30,0,0,30,30,0,0,0,0,30,30,0,30,0,0,49000,43900,32700,19600,19600,19600,49000,39400,36000,34600,29500,29500,49000,49000,37700,19600,19600,19600,34600,29500,29500,49000,49000,37700,19600,19600,19600,49000,39400,36000,49000,28550,28550
5.003e+08,8,0,0,4,0,0,-2.203912,1,7,8,8,99,99,4,10,10,10,2,1,2,2,2,2,2,2,1,58,54,0,55,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32,32,0,32,0,0,32,32,0,0,0,0,32,0,0,32,32,0,0,0,0,32,32,0,32,0,0,55000,30250,30250,22000,22000,22000,55000,55000,38500,55000,35750,35750,55000,55000,44000,22000,22000,22000,55000,35750,35750,55000,55000,44000,22000,22000,22000,55000,55000,38500,55000,30250,30250
5.004e+08,11,0,1,8,0,0,.0835868,6,6,6,7,7,5,5,7,9,6,2,2,2,1,2,2,2,1,2,61,58,0,40,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,40,0,24,0,0,40,40,0,0,0,0,24,0,0,40,40,0,0,0,0,40,40,0,40,0,0,46000,26500,26500,24100,24100,24100,37600,37600,28800,31600,21700,21700,46000,40000,36700,24100,24100,24100,31600,21700,21700,46000,40000,36700,24100,24100,24100,37600,37600,28800,34000,27400,27400
5.004e+08,8,1,0,8,1,0,-.408804,3,7,4,7,2,2,5,8,5,5,2,1,1,2,2,2,2,2,2,58,58,0,40,40,0,0,0,0,40,0,0,0,0,0,40,24,0,0,0,0,0,0,0,40,24,0,0,0,0,40,0,0,40,0,0,36,0,0,0,0,0,36,36,0,21.6,0,0,36,36,0,0,0,0,21.6,0,0,36,36,0,0,0,0,36,36,0,36,0,0,264000,216000,158400,145200,145200,145200,264000,206400,158400,192000,150000,150000,264000,264000,189600,145200,145200,145200,192000,150000,150000,264000,264000,189600,145200,145200,145200,264000,206400,158400,264000,171600,171600
